,uri,track,playlist,mood,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
1130,spotify:track:1BQkVDlEOtYKOaotnJuNzz,On the Road Again,4,confident,0.4,0.41200000000000003,7,-7.616,0,0.043000000000000003,0.41600000000000004,0.058300000000000005,0.11,0.217,149.735
1131,spotify:track:0KoTXlFfcIjcGRfGtx1k7F,When God Comes Back,4,confident,0.306,0.937,8,-8.014,1,0.117,0.000177,0.0119,0.0864,0.218,157.345
1132,spotify:track:6yqt6ZIeWAaxU6hguDi5HY,Diggin' for the Devil,4,confident,0.646,0.58,9,-10.106,1,0.0517,0.0425,0.531,0.08360000000000001,0.41200000000000003,121.984
1133,spotify:track:4njLEd40fsHHYdOOeO28ME,Heavy Is the Head,4,confident,0.508,0.923,8,-3.258,1,0.0392,0.00036899999999999997,0.0017100000000000001,0.09480000000000001,0.6890000000000001,85.526
1134,spotify:track:0gpYWXSS8TzFyhnnjVjFHt,I Think I'll Be Their God,4,confident,0.535,0.624,9,-8.363,1,0.0613,0.374,0.000195,0.109,0.608,124.86
1135,spotify:track:4uJXqYEqdNF4DijLy7NdgP,Somethin' Bad - [duet with Carrie Underwood],4,confident,0.68,0.888,9,-5.308,1,0.055,0.052700000000000004,2.82E-06,0.0575,0.484,90.076
1136,spotify:track:5rMNQfYhBMlyitrMAiwQfc,I Know What I Am,4,confident,0.64,0.904,9,-4.28,1,0.0874,0.17500000000000002,1.21E-05,0.105,0.559,99.41
1137,spotify:track:7b9LvOKBgaHUwrhClWTMyp,Leghorn Women,4,confident,0.402,0.733,0,-8.686,0,0.041600000000000005,0.0835,0.454,0.124,0.552,163.182
1138,spotify:track:3S9rZU1GDPhs8WNDv5HQSs,Medicine Woman,4,confident,0.597,0.773,4,-5.5440000000000005,0,0.09330000000000001,0.167,0.000896,0.126,0.652,104.486
1139,spotify:track:7ywUfT35DxrKOoq7ZL0VQ5,Chains,4,confident,0.381,0.593,2,-7.376,1,0.038200000000000005,0.396,0.0024500000000000004,0.113,0.47700000000000004,79.848
114,spotify:track:4DRBaZ760gyk7LWnaJFqsJ,I Want To Hold Your Hand - Remastered 2015,8,upbeat,0.49,0.715,7,-5.549,1,0.0476,0.386,0,0.311,0.866,130.726
1140,spotify:track:4YmSnlzkU5sF4X7aAiXAuY,High Ball Stepper,4,confident,0.227,0.635,7,-9.169,1,0.07540000000000001,0.0323,0.125,0.117,0.39,170.179
115,spotify:track:2BY7ALEWdloFHgQZG6VMLA,Brandy (You're a Fine Girl),8,upbeat,0.716,0.625,1,-11.369,0,0.0601,0.396,1.9699999999999998e-05,0.134,0.8260000000000001,125.276
116,spotify:track:4RvWPyQ5RL0ao9LPZeSouE,Everybody Wants To Rule The World,8,upbeat,0.645,0.795,7,-12.095,1,0.052700000000000004,0.34700000000000003,0.0038900000000000002,0.10400000000000001,0.535,112.067
117,spotify:track:27L8sESb3KR79asDUBu8nW,Stacy's Mom,8,upbeat,0.774,0.75,11,-4.927,0,0.0412,0.0020700000000000002,1.78E-05,0.08080000000000001,0.927,118.015
118,spotify:track:4vEXJ6NvEwS8ptynkNswaa,You're My Best Friend - Remastered 2011,8,upbeat,0.518,0.761,0,-7.025,1,0.045200000000000004,0.158,0.0076500000000000005,0.07150000000000001,0.5760000000000001,118.738
119,spotify:track:5e7H5fHl3pXjJUg0006wsu,I'm Every Woman,8,upbeat,0.6930000000000001,0.504,1,-12.099,1,0.0548,0.0074800000000000005,0.00352,0.09570000000000001,0.503,114.452
12,spotify:track:4F68WqrshWc5aWyJGCumd2,Blessed with the Best,3,upbeat,0.591,0.653,1,-4.708,1,0.0499,0.303,0.000741,0.0709,0.904,161.726
120,spotify:track:6dGnYIeXmHdcikdzNNDMm2,Here Comes The Sun - Remastered 2009,8,upbeat,0.557,0.54,9,-10.484,1,0.0347,0.0339,0.00248,0.179,0.394,129.171
121,spotify:track:4v2rkl1mC3zVAz0nXMx9r4,Heart Of Glass,8,upbeat,0.77,0.654,4,-6.108,1,0.0361,0.0539,0.00047000000000000004,0.0819,0.685,114.82
122,spotify:track:2TVxnKdb3tqe1nhQWwwZCO,Tiny Dancer,8,upbeat,0.41400000000000003,0.428,0,-11.097,1,0.027800000000000002,0.382,0.000243,0.148,0.28200000000000003,145.075
123,spotify:track:4ZoBC5MhSEzuknIgAkBaoT,My Life,8,upbeat,0.741,0.647,2,-12.878,1,0.0427,0.108,0.0013900000000000002,0.0555,0.804,131.097
124,spotify:track:2I43coEbzFSTMGO3kCjLMB,Daylight,8,upbeat,0.583,0.79,9,-4.885,1,0.031900000000000005,0.08510000000000001,0.000387,0.11,0.714,103.286
125,spotify:track:7mnGQesk1TzQLzQ9bYWZPR,She's so High,8,upbeat,0.537,0.84,9,-4.626,1,0.0363,0.2,2.15E-06,0.0998,0.211,124.269
126,spotify:track:2CzWeyC9zlDpIOZPUUKrBW,1234,8,upbeat,0.71,0.484,2,-7.415,1,0.049,0.217,3.9300000000000005e-06,0.0879,0.5760000000000001,109.951
127,spotify:track:6shRGWCtBUOPFLFTTqXZIC,Upside Down,8,upbeat,0.787,0.655,6,-8.339,0,0.0431,0.23800000000000002,0.00017099999999999998,0.138,0.65,102.485
128,spotify:track:2RlgNHKcydI9sayD2Df2xp,Mr. Blue Sky,8,upbeat,0.388,0.338,10,-10.054,1,0.0329,0.652,3.7300000000000003e-06,0.248,0.47800000000000004,177.765
129,spotify:track:2hKdd3qO7cWr2Jo0Bcs0MA,Drops of Jupiter (Tell Me),8,upbeat,0.481,0.638,0,-5.862,1,0.027600000000000003,0.153,0,0.154,0.497,79.064
13,spotify:track:5rrXkymfQdhNBgBZ3BUVbB,Mama Said - Rerecorded Version,3,upbeat,0.762,0.528,8,-6.789,0,0.0335,0.057300000000000004,0,0.281,0.933,140.403
130,spotify:track:0cx32rX0uZvcJUP92Wkj2y,Wouldn't It Be Nice - Remastered,8,upbeat,0.429,0.543,5,-9.139,1,0.0347,0.536,2.5399999999999997e-05,0.125,0.6930000000000001,122.619
131,spotify:track:6hs3SDnbO3f6VQuPO4KBEb,Send Me on My Way,8,upbeat,0.5,0.681,0,-9.556000000000001,1,0.06720000000000001,0.114,4.01E-05,0.139,0.745,119.46
132,spotify:track:5zA8vzDGqPl2AzZkEYQGKh,Uptown Girl,8,upbeat,0.7010000000000001,0.9430000000000001,4,-2.9859999999999998,1,0.0456,0.0747,0,0.601,0.791,128.992
133,spotify:track:6t6oULCRS6hnI7rm0h5gwl,Some Nights,8,upbeat,0.672,0.738,0,-7.045,1,0.0506,0.0178,6.75E-05,0.0927,0.392,107.938
134,spotify:track:6vxHp3CDNo0afgKGp2yi1E,Me and Julio Down by the Schoolyard,8,upbeat,0.626,0.8160000000000001,9,-10.593,1,0.13,0.23700000000000002,1.8E-06,0.10400000000000001,0.798,105.33
135,spotify:track:01iyCAUm8EvOFqVWYJ3dVX,Dancing Queen,8,upbeat,0.543,0.87,9,-6.514,1,0.042800000000000005,0.358,0.000939,0.792,0.754,100.804
136,spotify:track:0PDCewmZCp0P5s00bptcdd,This Will Be (An Everlasting Love),8,upbeat,0.685,0.623,8,-11.146,1,0.042,0.228,0.00234,0.029500000000000002,0.896,126.739
137,spotify:track:6IIjmqaDdO6vdEBasXsCve,Sweet Disposition,8,upbeat,0.531,0.805,2,-7.127,1,0.043300000000000005,0.07830000000000001,0.0926,0.116,0.34900000000000003,129.107
138,spotify:track:11CeyEFt21BvAICfd4U8FA,Cecilia - Single Mix,8,upbeat,0.675,0.849,0,-9.68,1,0.0386,0.40900000000000003,1.31E-05,0.0916,0.965,104.765
139,spotify:track:252YuUdUaC5OojaBU0H1CP,Come A Little Bit Closer,8,upbeat,0.636,0.684,3,-9.302,1,0.057,0.52,0.0015,0.534,0.881,132.509
14,spotify:track:242UAWExQDujCkiQtLQvcu,Don’t You Know,3,upbeat,0.68,0.658,4,-4.186,0,0.0339,0.637,4.27E-05,0.107,0.722,96.041
140,spotify:track:4xh7W7tlNMIczFhupCPniY,Go Your Own Way - 2004 Remaster,8,upbeat,0.586,0.9410000000000001,5,-5.139,1,0.0375,0.0167,0.000776,0.068,0.8310000000000001,135.448
141,spotify:track:0s1aSsYlLIEiy16LjFWbdp,Dirty Work,8,upbeat,0.631,0.354,1,-11.112,1,0.0313,0.795,0.000107,0.0879,0.522,73.007
142,spotify:track:44AXd3UVaaVYsSQqBpnYO2,Best Day Of My Life,8,upbeat,0.673,0.901,2,-2.379,1,0.034800000000000005,0.052500000000000005,0.000535,0.0736,0.503,100.002
143,spotify:track:42et6fnHCw1HIPSrdPprMl,Semi-Charmed Life,8,upbeat,0.64,0.864,7,-6.5760000000000005,1,0.031400000000000004,0.008320000000000001,0,0.123,0.7010000000000001,102.026
144,spotify:track:5xC8uOesnn0udeXAYlAnoY,Alright,8,upbeat,0.467,0.9580000000000001,4,-4.808,0,0.0775,0.000479,0.199,0.299,0.7010000000000001,145.92
145,spotify:track:7HX9f8AMBl0vQxAoAzLqhS,You Make My Dreams (Come True),8,upbeat,0.749,0.484,5,-9.944,1,0.048400000000000006,0.13,0.137,0.048600000000000004,0.9390000000000001,167.084
146,spotify:track:4kbj5MwxO1bq9wjT5g9HaA,Shut Up and Dance,8,upbeat,0.578,0.866,1,-3.8040000000000003,1,0.061900000000000004,0.007010000000000001,0,0.257,0.619,128.038
147,spotify:track:4JGKZS7h4Qa16gOU3oNETV,Dreams,8,upbeat,0.551,0.643,4,-13.091,1,0.035300000000000005,0.0031300000000000004,0.00385,0.421,0.514,128.661
148,spotify:track:7ePFDzrnLt3Ynqgy2UFWri,"December, 1963 (Oh What a Night!)",8,upbeat,0.727,0.588,1,-9.568,1,0.0253,0.058,5.46E-06,0.0414,0.964,104.413
149,spotify:track:6NdcSEhpGGAYXNnnhGS2s6,What I Like About You,8,upbeat,0.542,0.915,9,-9.637,1,0.054900000000000004,0.319,5.34E-05,0.171,0.92,159.81
15,spotify:track:6vcG9EgeqJUSmmF65lxUm6,One Fine Day,3,upbeat,0.251,0.868,1,-2.685,1,0.128,0.488,7.34E-06,0.8140000000000001,0.599,177.13
150,spotify:track:4VywXu6umkIQ2OS0m1I79y,Better Together,8,upbeat,0.868,0.34700000000000003,5,-9.529,1,0.0536,0.308,2E-05,0.11,0.659,110.059
151,spotify:track:1m3PvavCMvctVLbh24McmP,How Sweet It Is (To Be Loved By You),8,upbeat,0.611,0.645,1,-8.254,1,0.0634,0.724,0,0.715,0.748,125.156
152,spotify:track:4MflGTO2ZTcSQ12bWcyRgI,"Honey, I'm Good.",8,upbeat,0.752,0.775,9,-7.289,1,0.0546,0.0324,0,0.35100000000000003,0.595,122.014
153,spotify:track:4FlYcJnfkeBpowEHJ72Bmt,Rockin' Robin,8,upbeat,0.541,0.608,7,-13.083,1,0.106,0.298,0,0.234,0.9380000000000001,171.992
154,spotify:track:2jg4Yc8071puvDRYi22B3a,"Signed, Sealed, Delivered (I'm Yours)",8,upbeat,0.646,0.784,5,-6.1370000000000005,1,0.0334,0.00495,0,0.061,0.8190000000000001,108.84
155,spotify:track:6jX5mso4x00c1EiNMrTU9U,Please Mr. Postman,8,upbeat,0.785,0.776,2,-5.259,1,0.031200000000000002,0.729,0,0.181,0.967,121.505
156,spotify:track:3298yRJKPcCndQdNiTZKIo,Sweet Caroline,8,upbeat,0.538,0.127,11,-16.057,1,0.0284,0.589,0.00017,0.23800000000000002,0.527,62.829
157,spotify:track:1C0pmryC2MdXfa7MZ9uIrU,One Week,8,upbeat,0.7020000000000001,0.898,9,-6.003,1,0.0373,0.00854,0.000154,0.0917,0.731,112.845
158,spotify:track:3UGpUUtC5r93zMDZXcgwIQ,"If You Want To Sing Out, Sing Out",8,upbeat,0.687,0.28400000000000003,0,-13.452,1,0.0354,0.791,0.0145,0.134,0.851,132.242
159,spotify:track:3496rr5XSGD6n1Z1OKXovb,The Way You Do The Things You Do,8,upbeat,0.618,0.704,4,-4.686,1,0.032100000000000004,0.159,0.00026199999999999997,0.358,0.741,124.218
16,spotify:track:16ZNz0wXDJERo4zquNPw7x,How Sweet It Is (To Be Loved By You),3,upbeat,0.5750000000000001,0.731,1,-7.876,1,0.168,0.0114,3.97E-06,0.35100000000000003,0.6940000000000001,125.44
160,spotify:track:3gdewACMIVMEWVbyb8O9sY,"Rocket Man (I Think It's Going To Be A Long, Long Time)",8,upbeat,0.601,0.532,10,-9.119,1,0.0286,0.432,6.25E-06,0.0925,0.341,136.571
161,spotify:track:5XzmZjXhMjDHr7ZfJ6DELQ,FourFiveSeconds,8,upbeat,0.579,0.268,2,-5.65,1,0.0442,0.868,0,0.12,0.321,205.903
162,spotify:track:78WVLOP9pN0G3gRLFy1rAa,Piano Man,8,upbeat,0.334,0.47700000000000004,0,-8.806000000000001,1,0.027600000000000003,0.618,4.17E-06,0.312,0.405,179.239
163,spotify:track:6UBjSnyP1O5W5ndJoO9vUk,Night Moves,8,upbeat,0.705,0.743,1,-6.631,1,0.042,0.432,0.013300000000000001,0.10300000000000001,0.374,118.552
164,spotify:track:2oF7FZHIJbzjeEXZ3D0Ku4,Good Vibrations - Remastered,8,upbeat,0.403,0.495,10,-6.888,0,0.031200000000000002,0.387,8.03E-06,0.147,0.38,132.912
165,spotify:track:4dyx5SzxPPaD8xQIid5Wjj,Young Folks,8,upbeat,0.6990000000000001,0.812,0,-6.005,1,0.037700000000000004,0.0164,0.000763,0.105,0.662,138.185
166,spotify:track:1rwGdnrtWnPYBipRrjnzEm,O-o-h Child,8,upbeat,0.511,0.56,1,-10.429,1,0.041100000000000005,0.0015600000000000002,0.000157,0.646,0.551,87.274
167,spotify:track:7BvuV4c1BGhaRapcXvRu5z,You Might Think,8,upbeat,0.71,0.774,2,-9.335,1,0.0333,0.14100000000000001,0.013600000000000001,0.034800000000000005,0.966,133.924
168,spotify:track:1kz3vwmLiBlW3A73exQSNx,You Really Got a Hold on Me,8,upbeat,0.676,0.245,0,-14.27,1,0.029900000000000003,0.677,0,0.319,0.532,86.338
169,spotify:track:7vFv0yFGMJW3qVXbAd9BK9,Your Body Is a Wonderland,8,upbeat,0.647,0.729,5,-6.251,1,0.0236,0.0206,0.0489,0.134,0.687,94.01
17,spotify:track:0MIq5zqSNk6XH4BoinuakO,Regenerate,3,upbeat,0.765,0.497,1,-6.851,0,0.0483,0.766,0.151,0.122,0.509,86.183
170,spotify:track:2udw7RDkldLFIPG9WYdVtT,Sir Duke,8,upbeat,0.588,0.5680000000000001,6,-9.766,1,0.06720000000000001,0.16,0,0.0792,0.9520000000000001,106.938
171,spotify:track:3aSWQJcWnnqgwYbAgidvlV,"I Can't Help Myself (Sugar Pie, Honey Bunch)",8,upbeat,0.686,0.714,0,-4.809,1,0.0287,0.20400000000000001,0,0.0592,0.964,126.736
172,spotify:track:4TBBPZks71c60whhq0PgdP,(Your Love Keeps Lifting Me) Higher & Higher,8,upbeat,0.631,0.6900000000000001,2,-6.676,1,0.0531,0.176,0,0.121,0.9380000000000001,94.574
173,spotify:track:7b4yGtR0rujvLi5EBfKKJ2,Take Me Home Tonight,8,upbeat,0.608,0.768,1,-9.911,1,0.0364,0.101,1.41E-06,0.0942,0.748,132.699
174,spotify:track:0ACACkoHUwgfgY5CxVIL4N,Lovely Day,8,upbeat,0.6930000000000001,0.5650000000000001,9,-12.583,1,0.0345,0.194,0.000175,0.0806,0.6920000000000001,97.937
175,spotify:track:6jWkZvd1URGktyTTwcpPpB,My Girl,8,upbeat,0.579,0.419,0,-10.72,1,0.0346,0.625,0,0.0981,0.673,104.564
176,spotify:track:3yrSvpt2l1xhsV9Em88Pul,Brown Eyed Girl,8,upbeat,0.491,0.583,7,-10.964,1,0.0376,0.182,0,0.40700000000000003,0.907,150.572
177,spotify:track:70mAceS5ArAqVj2OwDE4db,Jump in the Line,8,upbeat,0.606,0.8,9,-9.624,0,0.323,0.677,0,0.595,0.85,113.864
178,spotify:track:1bp2IO61zbQrbWNmKKxg3f,The Joker,8,upbeat,0.596,0.448,5,-9.616,1,0.0396,0.365,5.3E-06,0.20600000000000002,0.796,83.293
179,spotify:track:2DyHhPyCZgZzNXn1IrtsTu,"Any Way You Want It - Live at Cobo Hall in Detroit, Michigan, August 1980",8,upbeat,0.519,0.934,7,-7.1370000000000005,1,0.0471,0.000312,0.00457,0.137,0.586,138.162
18,spotify:track:3ue9zcwNcoYvFqKVjG0C6r,You And Me,3,upbeat,0.562,0.178,0,-7.811,1,0.034300000000000004,0.9450000000000001,6.66E-06,0.121,0.25,109.589
180,spotify:track:2HuHopKnnuGQEpGb0CssCs,Hungry Like the Wolf,8,upbeat,0.654,0.903,0,-5.252,1,0.07980000000000001,0.0222,0,0.241,0.607,129.442
181,spotify:track:24YvUQnuPL8gObCfSnAobH,"Hey, Soul Sister",8,upbeat,0.677,0.89,1,-4.448,0,0.041800000000000004,0.182,0,0.0826,0.764,97.012
182,spotify:track:756CJtQRFSxEx9jV4P9hpA,I Believe in a Thing Called Love,8,upbeat,0.442,0.846,4,-5.214,1,0.07640000000000001,0.0538,4.71E-06,0.28200000000000003,0.622,128.235
183,spotify:track:0Hw6SCrtU9pFCjgAONpnGZ,Uptight (Everything's Alright),8,upbeat,0.593,0.642,5,-9.894,0,0.0304,0.186,0,0.129,0.919,133.281
184,spotify:track:05wIrZSwuaVWhcv5FfqeH0,Walking On Sunshine,8,upbeat,0.596,0.869,10,-11.97,1,0.037,0.011600000000000001,0.17300000000000001,0.0678,0.9440000000000001,109.902
185,spotify:track:2xYlyywNgefLCRDG8hlxZq,"Take Me Home, Country Roads - Rerecorded",8,upbeat,0.255,0.43,9,-12.564,1,0.0322,0.546,1.87E-05,0.188,0.546,164.267
186,spotify:track:1JO1xLtVc8mWhIoE3YaCL0,Happy Together,8,upbeat,0.584,0.367,6,-9.638,0,0.0328,0.55,1.38E-05,0.0818,0.588,120.175
187,spotify:track:28285KFbyCq8sJofn58qlD,Love Train,8,upbeat,0.744,0.5680000000000001,0,-9.629,1,0.0494,0.186,1.1799999999999999e-05,0.163,0.687,122.657
188,spotify:track:3oVSsJXNADnYAnZWiEWFJH,What I Got,8,upbeat,0.795,0.706,7,-7.494,1,0.101,0.0172,0.000384,0.326,0.623,95.593
189,spotify:track:7lL2lMWNtzOcf5HnEudNgn,Everyday People,8,upbeat,0.8130000000000001,0.619,7,-8.203,1,0.029400000000000003,0.245,0.0151,0.113,0.774,114.58
19,spotify:track:0W5qBuHbbBfCzszFxrQWMc,Call Me,3,upbeat,0.5730000000000001,0.786,7,-4.354,1,0.035300000000000005,0.0625,0.211,0.117,0.61,110.289
190,spotify:track:6b8IKVufOkAawvQVguQxmo,I Will Survive,8,upbeat,0.773,0.641,0,-10.375,1,0.042100000000000005,0.0154,0.0010400000000000001,0.302,0.66,116.287
191,spotify:track:0qxYx4F3vm1AOnfux6dDxP,You Can Call Me Al,8,upbeat,0.776,0.763,5,-8.124,1,0.053500000000000006,0.182,0.006500000000000001,0.077,0.8200000000000001,128.433
192,spotify:track:2yNWwardt8VzlpNBWrGYD6,For Once In My Life,8,upbeat,0.5660000000000001,0.482,6,-13.047,1,0.041100000000000005,0.301,0,0.269,0.856,109.046
193,spotify:track:2Nz6aF1umHh5Et6I5H581L,Hooked on a Feeling,8,upbeat,0.547,0.8200000000000001,8,-6.728,1,0.0805,0.261,0,0.30000000000000004,0.933,118.208
194,spotify:track:7hQJA50XrCWABAu5v6QZ4i,Don't Stop Me Now - Remastered 2011,8,upbeat,0.5630000000000001,0.865,5,-5.277,1,0.16,0.0472,0.00019099999999999998,0.77,0.601,156.271
195,spotify:track:2Po67bkabDRE2BcquBNdu1,Stop! In The Name Of Love,8,upbeat,0.629,0.592,0,-7.556,1,0.027700000000000002,0.512,0,0.10200000000000001,0.491,114.99
196,spotify:track:5ZBeML7Lf3FMEVviTyvi8l,Twist And Shout - Remastered 2009,8,upbeat,0.482,0.849,2,-9.198,1,0.045200000000000004,0.641,7.74E-06,0.0414,0.937,124.631
197,spotify:track:3fH4KjXFYMmljxrcGrbPj9,Don't You (Forget About Me),8,upbeat,0.66,0.8160000000000001,2,-6.61,1,0.029900000000000003,0.168,0.0181,0.0608,0.678,111.346
198,spotify:track:4agp6oHofabdUedr0B1krj,Steal My Sunshine,8,upbeat,0.41300000000000003,0.8290000000000001,4,-11.111,1,0.529,0.394,0,0.108,0.677,191.477
199,spotify:track:3v8PlUFGQQDBIk1J86waCo,Should I Stay or Should I Go - Remastered,8,upbeat,0.742,0.838,2,-6.442,1,0.11,0.08320000000000001,0,0.418,0.848,113.373
2,spotify:track:7fp41IDi1dqARoX0Nuvz5O,The Oogum Boogum Song,3,upbeat,0.885,0.64,7,-5.305,1,0.0431,0.765,0,0.247,0.851,112.658
20,spotify:track:0AECVMjxepWdsjDb49JFRd,Tell Me Something Good,3,upbeat,0.724,0.404,1,-9.186,1,0.231,0.657,0,0.116,0.794,73.983
200,spotify:track:0CZ8lquoTX2Dkg7Ak2inwA,1950,1,upbeat,0.6000000000000001,0.535,4,-7.043,1,0.107,0.648,4.7E-06,0.162,0.269,71.912
201,spotify:track:6QTPacyXkZWG9FMwq6L1hJ,Love You For A Long Time,1,upbeat,0.707,0.67,9,-6.1370000000000005,1,0.0323,0.164,0.00283,0.109,0.8220000000000001,112.993
202,spotify:track:3cwaaelWghY5W6Lsj1K8ss,Way Less Sad,1,upbeat,0.7010000000000001,0.547,2,-8.238,1,0.0483,0.00843,0,0.09870000000000001,0.4,140.015
203,spotify:track:43rA71bccXFGD4C8GOpIlN,I Forgot That You Existed,1,upbeat,0.664,0.316,5,-10.345,1,0.519,0.298,2.03E-06,0.08120000000000001,0.541,92.875
204,spotify:track:5KCbr5ndeby4y4ggthdiAb,Wonder,1,upbeat,0.333,0.637,1,-4.904,0,0.058100000000000006,0.131,1.8E-05,0.149,0.132,139.898
205,spotify:track:1fah1uAs7HeTYDlNftKr3K,Put Your Records On,1,upbeat,0.399,0.492,6,-10.777,0,0.0538,0.058,0.00101,0.11,0.159,91.066
206,spotify:track:34evGV6SaoRLHTcXXUVOpb,90s Kids,1,upbeat,0.714,0.657,0,-6.436,1,0.11800000000000001,0.08020000000000001,0,0.35000000000000003,0.725,151.898
207,spotify:track:4ja2gzrNh9VNigzoXfmbwD,Mariposa,1,upbeat,0.676,0.525,9,-5.88,1,0.028,0.617,0,0.356,0.421,112.011
208,spotify:track:1GkHyypTFkUf0QQKwYoXH4,You (with Marshmello & Vance Joy),1,upbeat,0.668,0.5630000000000001,11,-6.433,1,0.0522,0.049300000000000004,0,0.11900000000000001,0.305,103.116
209,spotify:track:2IHLaN6wwYKQ3S24NsQqpA,I Love Me,1,upbeat,0.664,0.561,6,-7.031,1,0.0495,0.0026100000000000003,0,0.07640000000000001,0.713,150.093
21,spotify:track:4FlYcJnfkeBpowEHJ72Bmt,Rockin' Robin,3,upbeat,0.541,0.608,7,-13.083,1,0.106,0.298,0,0.234,0.9380000000000001,171.992
210,spotify:track:3BZEcbdtXQSo7OrvKRJ6mb,MONTERO (Call Me By Your Name),1,upbeat,0.61,0.508,8,-6.682,0,0.152,0.297,0,0.384,0.758,178.818
211,spotify:track:2Yer0p7uB2lVBUAtANuuQp,Magic In The Hamptons (feat. Lil Yachty),1,upbeat,0.769,0.47900000000000004,1,-5.339,1,0.0385,0.66,0,0.09140000000000001,0.803,96.051
212,spotify:track:6VrLYoQKdhu1Jruei06t65,Somebody To You,1,upbeat,0.526,0.8180000000000001,3,-5.952,1,0.0358,0.0587,0,0.333,0.896,171.96
213,spotify:track:4bsqIuMHtvLCzpYAyV3044,Best Of You (feat. Elle King),1,upbeat,0.653,0.623,9,-5.989,1,0.09380000000000001,0.051500000000000004,0,0.0869,0.48,175.884
214,spotify:track:3SawmGBjjq8EOYZJV11cJm,Only Wanna Be With You - Pokémon 25 Version,1,upbeat,0.47000000000000003,0.709,7,-4.563,1,0.029900000000000003,0.00124,0.0012100000000000001,0.302,0.247,98.036
215,spotify:track:2VvHa9p1kkTmaCMq0exODA,Tangerine Skies,1,upbeat,0.756,0.8150000000000001,6,-5.122,1,0.046,0.057800000000000004,2E-05,0.387,0.927,120.002
216,spotify:track:2tOOcDDYkh0PSjr6GwPEAJ,Love Me Less (feat. Quinn XCII),1,upbeat,0.732,0.856,11,-2.2,0,0.09290000000000001,0.0828,0,0.323,0.771,145.034
217,spotify:track:3akpDdQJUVckqG4r1bmR25,My Love,1,upbeat,0.674,0.6980000000000001,5,-6.371,1,0.028800000000000003,0.636,0.000176,0.17200000000000001,0.45,105.975
218,spotify:track:3838GU9hh6VrvDi1f8jaU9,Broke Boy,1,upbeat,0.796,0.6940000000000001,8,-3.979,1,0.234,0.164,0,0.0703,0.847,98.005
219,spotify:track:1e9oZCCiX42nJl0AcqriVo,Watermelon Sugar,1,upbeat,0.548,0.8160000000000001,0,-4.209,1,0.0465,0.122,0,0.335,0.557,95.39
22,spotify:track:2jg4Yc8071puvDRYi22B3a,"Signed, Sealed, Delivered (I'm Yours)",3,upbeat,0.646,0.784,5,-6.1370000000000005,1,0.0334,0.00495,0,0.061,0.8190000000000001,108.84
220,spotify:track:31qCy5ZaophVA81wtlwLc4,Anyone,1,upbeat,0.686,0.538,2,-8.026,1,0.0345,0.181,3.13E-06,0.113,0.584,115.884
221,spotify:track:518miTxc3a15X7HB8FgJUW,Learn To Fly,1,upbeat,0.5690000000000001,0.536,1,-6.1370000000000005,1,0.0819,0.554,0,0.0655,0.656,173.695
222,spotify:track:0ZXdzaT1k688dkpNeEgQiV,I Don't Know Why,1,upbeat,0.499,0.898,8,-4.181,0,0.124,0.124,7.2E-06,0.08320000000000001,0.618,120.04
223,spotify:track:29fRTIKsJhLUJoldM89GZS,You Need To Calm Down,1,upbeat,0.768,0.678,2,-5.604,1,0.0505,0.00838,0,0.0596,0.706,85.025
224,spotify:track:6jg5SRvdGxvJ0DzNV0UqEK,Please Don't Go,1,upbeat,0.6990000000000001,0.882,4,-3.896,0,0.031100000000000003,0.0029600000000000004,0.054400000000000004,0.13,0.657,120.016
225,spotify:track:02Ygu8lo3qSknRpcBnspso,Just Friends,1,upbeat,0.793,0.714,7,-7.562,1,0.193,0.156,0,0.136,0.794,100.036
226,spotify:track:2WJVFqVQ3ivhAoAQWzEzeL,Starstruck,1,upbeat,0.555,0.879,9,-2.484,0,0.0983,0.011,0,0.298,0.6910000000000001,113.852
227,spotify:track:0rua4qjxuAoVvJTJRhooX7,Do The Damn Thing,1,upbeat,0.754,0.642,5,-6.572,1,0.0796,0.0105,0,0.354,0.428,173.983
228,spotify:track:02VHspkXhhH1QCInRWWIfr,Catching Feelings (feat. Six60),1,upbeat,0.397,0.524,3,-5.846,1,0.10300000000000001,0.607,0,0.157,0.343,175.562
229,spotify:track:7xPIlYAQvOubFllPkn8XSL,Glorious,1,upbeat,0.756,0.54,6,-5.456,1,0.125,0.155,0,0.0551,0.642,108.274
23,spotify:track:5fNDP3NTdE69szQHUl4fFr,Please Mr. Postman - Stereo Version,3,upbeat,0.781,0.837,2,-5.245,1,0.0325,0.711,6.69E-06,0.0565,0.961,120.586
230,spotify:track:3wYOGJYD31sLRmBgCvWxa4,I Found You,1,upbeat,0.646,0.761,1,-2.557,1,0.0385,0.0714,0,0.222,0.47200000000000003,129.916
231,spotify:track:6Tio0ZoDeSQnI7EBAqWer2,Cover Me In Sunshine,1,upbeat,0.47600000000000003,0.594,5,-6.879,1,0.135,0.0599,0,0.0785,0.314,159.702
232,spotify:track:63lUB0rs6KK58vj8mEAfdj,Momma Always Told Me (feat. Stanaj & Yung Bae),1,upbeat,0.766,0.533,9,-5.758,0,0.0506,0.03,0,0.06670000000000001,0.764,107.999
