,track,uri,mood,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
795,Are You Ready to Love Me?,spotify:track:7gyDV6Y7GmHqQS4KnzI5Zk,happy,0.533,0.776,8,-7.092,1,0.0847,0.151,8.65e-05,0.13,0.697,90.061
796,It's Only A Paper Moon,spotify:track:5CMw1IWB7JOpUY9nk54n1K,happy,0.732,0.138,10,-14.28,1,0.0431,0.958,0,0.107,0.634,118.44
797,Coming Home,spotify:track:5EA06TsQmqmQXZiEhr1AaM,happy,0.427,0.465,6,-6.595,1,0.0291,0.461,5.52e-05,0.154,0.458,112.137
798,Mama Said - Rerecorded Version,spotify:track:5rrXkymfQdhNBgBZ3BUVbB,happy,0.762,0.528,8,-6.789,0,0.0335,0.0573,0,0.281,0.933,140.403
799,Last One Standing,spotify:track:22n3sLGqLcaYKiVniC1ZOT,happy,0.588,0.576,6,-6.945,0,0.0367,0.217,0.0354,0.172,0.661,129.157
800,I Don't Wanna Lie,spotify:track:6CgsttSWDA2sISZQp1upXK,happy,0.562,0.821,5,-5.082,1,0.0277,0.3,0,0.519,0.893,105.512
801,Blessed with the Best,spotify:track:4F68WqrshWc5aWyJGCumd2,happy,0.591,0.653,1,-4.708,1,0.0499,0.303,0.000741,0.0709,0.904,161.726
802,Be My Baby,spotify:track:2G2YzndIA6jeWFPBXhUjh5,happy,0.511,0.769,4,-7.032,1,0.042,0.181,0,0.0921,0.818,129.657
803,One Fine Day,spotify:track:6vcG9EgeqJUSmmF65lxUm6,happy,0.251,0.868,1,-2.685,1,0.128,0.488,7.34e-06,0.814,0.599,177.13
804,Don’t You Know,spotify:track:242UAWExQDujCkiQtLQvcu,happy,0.68,0.658,4,-4.186,0,0.0339,0.637,4.27e-05,0.107,0.722,96.041
805,Call Me,spotify:track:0W5qBuHbbBfCzszFxrQWMc,happy,0.573,0.786,7,-4.354,1,0.0353,0.0625,0.211,0.117,0.61,110.289
806,Regenerate,spotify:track:0MIq5zqSNk6XH4BoinuakO,happy,0.765,0.497,1,-6.851,0,0.0483,0.766,0.151,0.122,0.509,86.183
807,You And Me,spotify:track:3ue9zcwNcoYvFqKVjG0C6r,happy,0.562,0.178,0,-7.811,1,0.0343,0.945,6.66e-06,0.121,0.25,109.589
808,How Sweet It Is (To Be Loved By You),spotify:track:16ZNz0wXDJERo4zquNPw7x,happy,0.575,0.731,1,-7.876,1,0.168,0.0114,3.97e-06,0.351,0.694,125.44
809,Rockin' Robin,spotify:track:4FlYcJnfkeBpowEHJ72Bmt,happy,0.541,0.608,7,-13.083,1,0.106,0.298,0,0.234,0.938,171.992
810,Tell Me Something Good,spotify:track:0AECVMjxepWdsjDb49JFRd,happy,0.724,0.404,1,-9.186,1,0.231,0.657,0,0.116,0.794,73.983
811,The Way You Do The Things You Do,spotify:track:2ci0iVkQu5Bh3sOUmiuEPF,happy,0.599,0.55,11,-9.777,1,0.0304,0.307,1.64e-05,0.15,0.786,123.54
812,"Signed, Sealed, Delivered (I'm Yours)",spotify:track:2jg4Yc8071puvDRYi22B3a,happy,0.646,0.784,5,-6.137,1,0.0334,0.00495,0,0.061,0.819,108.84
813,Black Heart (feat. The Dap-Kings),spotify:track:5joZkgTCteYR5SWvSesUSQ,happy,0.852,0.76,1,-4.026,1,0.0849,0.0539,3.08e-05,0.151,0.584,121.672
814,Please Mr. Postman - Stereo Version,spotify:track:5fNDP3NTdE69szQHUl4fFr,happy,0.781,0.837,2,-5.245,1,0.0325,0.711,6.69e-06,0.0565,0.961,120.586
815,Smooth Sailin',spotify:track:3JbqwFY5q0ORO3siv5zL3A,happy,0.641,0.721,11,-6.788,0,0.0451,0.413,7.15e-06,0.246,0.753,67.055
816,Make Me Yours,spotify:track:3axZhjWYerBhaovH5MlkTZ,happy,0.711,0.492,3,-8.119,1,0.0325,0.454,1.45e-05,0.126,0.868,107.917
817,O-o-h Child,spotify:track:74JdR9aXE6I74oS1BVRsvb,happy,0.488,0.754,5,-7.95,0,0.0381,0.00154,2.42e-05,0.678,0.664,88.369
818,Sure Don't Miss You,spotify:track:4k6WZXbHUFEZR02X9FhOuT,happy,0.664,0.586,4,-7.985,0,0.0283,0.334,2.96e-06,0.16,0.727,102.991
819,Come See About Me,spotify:track:5QXAMj4GVRUPOQVUNJjLJl,happy,0.739,0.626,7,-7.666,1,0.0389,0.658,0,0.14,0.812,126.388
820,Good To You,spotify:track:7t7VTdIZS01AfR2w2SHb17,happy,0.789,0.38,1,-10.662,1,0.0362,0.358,0.0207,0.0928,0.702,92.028
821,Can You Get To That,spotify:track:3SWZ9fHtWMxwkFok5qhhpO,happy,0.689,0.83,8,-8.774,1,0.0954,0.539,0,0.0882,0.815,140.732
822,Pelvis Pusher,spotify:track:6bo1ykqKEAYsdwVtR1ze8x,happy,0.544,0.842,0,-4.634,1,0.115,0.0528,0,0.0946,0.714,169.406
823,Love Again,spotify:track:4oP1iFJ5GSxeMMHofCg4ae,happy,0.58,0.424,8,-6.366,1,0.0714,0.624,0,0.103,0.478,92.291
824,Twistin' the Night Away,spotify:track:7FS541dJh3iQAEXEZoDhE6,happy,0.458,0.801,9,-7.83,1,0.0565,0.691,0,0.328,0.93,160.547
825,B-A-B-Y,spotify:track:35w6fQ0Wnuv7aIryRx7gTq,happy,0.74,0.301,8,-11.975,1,0.0467,0.428,0,0.0782,0.669,113.61
826,(Your Love Keeps Lifting Me) Higher & Higher,spotify:track:4TBBPZks71c60whhq0PgdP,happy,0.631,0.69,2,-6.676,1,0.0531,0.176,0,0.121,0.938,94.574
827,Keep On Loving You,spotify:track:1c9AT2KcZ3p7uuYZd61EL2,happy,0.643,0.739,5,-7.708,1,0.037,0.0518,0,0.0783,0.936,123.661
828,"I Can't Help Myself (Sugar Pie, Honey Bunch)",spotify:track:6fuvYxKEvU4inG8eTB2nYi,happy,0.692,0.633,0,-7.733,1,0.0291,0.197,0,0.0929,0.965,126.812
829,In Love (Don't Mess Things Up),spotify:track:3jrPIWpTMWlh4qIiDAhfPS,happy,0.758,0.364,9,-7.491,0,0.0549,0.623,5.87e-06,0.138,0.533,95.619
830,You Really Got a Hold on Me,spotify:track:7zvwxa2s4zIX7y49plhrmo,happy,0.676,0.245,0,-14.27,1,0.0298,0.677,0,0.319,0.531,86.338
831,Lovely Day,spotify:track:6Pi1WqBTTSjtl6BWHQSccH,happy,0.702,0.658,9,-7.835,1,0.0332,0.179,0.000636,0.1,0.736,97.851
832,Bring It On Home to Me,spotify:track:0WVTQp3SOCuMr08jh1jweV,happy,0.523,0.402,0,-8.233,1,0.0305,0.778,0,0.432,0.675,70.863
833,Try a Little Tenderness,spotify:track:36AlMHDBFwSsD3FQOy1R81,happy,0.587,0.133,9,-15.151,0,0.0565,0.186,2.26e-05,0.258,0.068,102.938
834,I Can't Stand The Rain,spotify:track:5RxZ2t9Pujgw4a8n1SBVkZ,happy,0.727,0.387,1,-12.333,1,0.0412,0.253,0.0102,0.0625,0.966,160.392
835,My Girl,spotify:track:6jWkZvd1URGktyTTwcpPpB,happy,0.579,0.419,0,-10.72,1,0.0346,0.625,0,0.0981,0.673,104.564
836,Sir Duke,spotify:track:4RQgqR09VmHn345vRhKQ6T,happy,0.576,0.579,6,-9.628,1,0.0769,0.16,0,0.0777,0.947,106.978
837,(You Make Me Feel Like) A Natural Woman,spotify:track:5K09WxKdlkroDyEVyOSySy,happy,0.603,0.271,5,-10.083,1,0.0284,0.679,0,0.141,0.405,110.89
838,Midnight Train to Georgia,spotify:track:7MF7QAodbGzNYav5ZfIhAY,happy,0.595,0.379,10,-12.058,0,0.0454,0.271,2.81e-05,0.1,0.448,92.006
839,Everyday People,spotify:track:7lL2lMWNtzOcf5HnEudNgn,happy,0.813,0.619,7,-8.203,1,0.0294,0.245,0.0151,0.113,0.774,114.58
840,(Love Is Like A) Heat Wave,spotify:track:3VgrSJEKBRT3xmwzpaxxEF,happy,0.514,0.624,0,-9.287,0,0.0842,0.513,0.00517,0.307,0.755,166.726
841,You Are My Heart,spotify:track:6hfKln1Jm1WCN6ozSQZGyN,happy,0.664,0.681,7,-7.458,1,0.0366,0.481,0.0232,0.225,0.604,97.501
842,I Second That Emotion,spotify:track:2f9HNN1AnSoBiW2aObROr3,happy,0.655,0.649,2,-8.092,1,0.0331,0.183,0,0.0969,0.773,95.818
843,Love Train,spotify:track:28285KFbyCq8sJofn58qlD,happy,0.744,0.568,0,-9.629,1,0.0494,0.186,1.18e-05,0.163,0.687,122.657
844,How Long Do I Have to Wait for You?,spotify:track:113bLFbp3F9MVN0w2KJ1ma,happy,0.674,0.909,10,-3.369,0,0.0464,0.469,0.0131,0.105,0.969,103.942
845,For Once In My Life,spotify:track:4kP69y3GKHi9tXckfgp4bK,happy,0.524,0.519,6,-11.903,1,0.043,0.195,0,0.523,0.847,110.121
846,Ain't That A Shame? - Remastered 2002,spotify:track:4U2b99X9hSSDjPbHCpIeJj,happy,0.54,0.389,4,-7.212,1,0.0345,0.757,1.22e-05,0.0836,0.954,121.288
847,You Can't Hurry Love,spotify:track:69Qa7czzqraPWZgxpQN405,happy,0.617,0.81,10,-6.513,1,0.0798,0.762,0,0.134,0.65,97.389
848,Ain't Too Proud To Beg,spotify:track:4CoGNqLap7UGU5Q3VdKug0,happy,0.763,0.656,0,-6.86,1,0.0417,0.549,0,0.125,0.926,118.394
849,Heatwave,spotify:track:1RXJTpVnQC7n5yu6QS9AjX,happy,0.456,0.645,5,-9.851,0,0.0377,0.397,0.00563,0.553,0.886,165.853
850,Under the Boardwalk,spotify:track:65jrjEhWfAvysKfnojk1i0,happy,0.747,0.226,7,-13.635,1,0.0415,0.908,0.000168,0.107,0.778,123.789
851,Playboy - Single Version,spotify:track:6ztKXHQLwNSvoMNdV1ntE2,happy,0.865,0.678,0,-5.589,1,0.058,0.355,0,0.0627,0.913,123.759
852,Baby (You've Got What It Takes),spotify:track:2m3qhWMiEjqgkfslIRf4pg,happy,0.673,0.598,3,-9.232,1,0.0687,0.85,0.00147,0.652,0.802,133.383
853,I Want You Back,spotify:track:3tSi6iFO9yLGIYIqMEgjC9,happy,0.67,0.584,8,-8.325,1,0.034,0.439,0.00614,0.178,0.944,98.185
854,Take Me to the River,spotify:track:62r1CS9zL1FL5Ilb7hLX7n,happy,0.786,0.418,9,-11.115,1,0.0432,0.218,0.000158,0.134,0.94,119.101
855,Uptight (Everything's Alright),spotify:track:6AEaiHXFPOncWxkoKmb5dB,happy,0.589,0.721,5,-5.8,0,0.0287,0.0838,0,0.127,0.843,134.208
856,Use Me,spotify:track:2WVz9Mtp3E8HCblGiu3nCv,happy,0.747,0.638,11,-12.028,0,0.0537,0.0474,0.00138,0.0751,0.961,154.708
857,I'll Take You There,spotify:track:5YLnfy7R2kueN0BRPkjiEG,happy,0.846,0.595,0,-8.372,1,0.0439,0.0904,1.96e-06,0.063,0.78,101.632
858,Just My Imagination (Running Away With Me),spotify:track:39Bd345OWEhRNyfayhp9gv,happy,0.425,0.242,0,-15.424,1,0.0267,0.88,0.0118,0.195,0.477,92.472
859,Stop! In The Name Of Love,spotify:track:1xkLLbpo3y4KNy64EFVB9C,happy,0.603,0.633,0,-5.832,1,0.0287,0.799,0,0.115,0.504,115.884
860,Soul Connection,spotify:track:0ZZbKNLGRNHs93FhNebPFH,happy,0.654,0.627,2,-6.137,1,0.0298,0.104,3.18e-05,0.143,0.817,109.057
861,Time Is On My Side,spotify:track:6IpxLzChgCbFSJwso2Q84D,happy,0.518,0.622,0,-8.805,1,0.0349,0.619,0.00992,0.513,0.601,95.958
862,Lady (You Bring Me Up),spotify:track:7l3QyhptrvjiNS5dOcUQvr,happy,0.88,0.702,0,-6.657,0,0.0336,0.0772,0.000303,0.0742,0.833,120.844
863,Dancing In The Street - Stereo,spotify:track:5wJcMwXuy1x6EatowWOxha,happy,0.601,0.828,11,-5.268,0,0.0453,0.108,2.35e-06,0.106,0.618,125.945
864,Get Ready,spotify:track:676Rf0qIOh2gKNEl9TnCOx,happy,0.59,0.737,7,-5.867,1,0.0384,0.404,0,0.108,0.877,132.966
865,Tired of Being Alone,spotify:track:10vkYRKw6Jjr7try1ir50G,happy,0.772,0.397,7,-8.585,1,0.0391,0.339,0.00541,0.0753,0.617,97.964
866,"Mixed-Up, Shook-Up Girl",spotify:track:1pVFchEqnrpIEtuGrB4srT,happy,0.597,0.47,5,-10.207,1,0.033,0.248,0,0.127,0.615,128.8
867,Son of a Preacher Man,spotify:track:4uCbetXW9LStYPUjCpBVp9,happy,0.474,0.473,2,-11.454,1,0.0601,0.545,1.25e-06,0.0356,0.561,77.583
868,Groove Me,spotify:track:0gtTfaz5zzbJA28Ypu7k0W,happy,0.913,0.481,11,-8.459,1,0.0998,0.392,7.48e-05,0.0279,0.878,103.62
869,Jimmy Mack,spotify:track:7N3UAu6FkwdBg9J7OONBBP,happy,0.701,0.517,2,-7.951,1,0.0357,0.765,0,0.385,0.688,127.401
870,If You Want Me to Stay,spotify:track:2BydLQAh7CUIFvSEqAMc4x,happy,0.843,0.48,11,-11.574,0,0.0492,0.28,0.000782,0.108,0.762,101.993
871,River Deep - Mountain High,spotify:track:19jo0UT2vqD4pNVfIqTy4R,happy,0.621,0.972,8,-3.791,1,0.0724,0.472,0.000585,0.195,0.866,155.113
872,"Mercy, Mercy",spotify:track:4oq10QlUc3rvww1huvtA2j,happy,0.896,0.374,9,-16.832,1,0.0746,0.23,0.000168,0.152,0.834,118.203
873,Love and Happiness,spotify:track:6SMHgPgNkhe9lneNTbgtel,happy,0.822,0.457,6,-10.937,1,0.235,0.214,0.000397,0.0766,0.73,99.16
874,I Get The Sweetest Feeling,spotify:track:7F1eoVZd2ySSJ70iP3PN1m,happy,0.684,0.482,5,-9.234,1,0.0371,0.778,0.000351,0.148,0.749,123.532
875,ABC,spotify:track:01gwPP2h3ajRnqiIphUtR7,happy,0.725,0.804,8,-7.84,1,0.0393,0.426,0.000504,0.108,0.961,93.668
876,I Was Made To Love Her,spotify:track:7CjKeiNOMxhNPzWRqS8okh,happy,0.366,0.61,10,-6.645,1,0.0449,0.0578,0,0.0517,0.865,204.368
877,Chain of Fools,spotify:track:2oZmMp5M6L0Rh7G84Um2tF,happy,0.721,0.567,10,-9.516,1,0.0389,0.221,0,0.465,0.914,116.643
878,Love That Girl,spotify:track:4ZKGarvWsSOruOaw40cFNz,happy,0.71,0.674,1,-5.393,1,0.0352,0.0136,1.73e-05,0.0366,0.7,124.033
879,Mr. Big Stuff,spotify:track:2Bls0igCm79XQQ95IoUbhq,happy,0.886,0.491,8,-12.589,1,0.171,0.29,2.46e-06,0.229,0.971,93.236
880,"Hallelujah, I Love Her So",spotify:track:5P11rW6aJErF37MTfRZS31,happy,0.696,0.547,5,-5.954,0,0.169,0.792,0,0.155,0.623,73.203
881,Something's Got A Hold On Me - Single Version,spotify:track:4T43c9I2dDyrrlds7qqS2N,happy,0.474,0.558,1,-6.3,1,0.132,0.771,0,0.839,0.619,151.221
882,Snatching It Back,spotify:track:58IiROv3C3SPnYEmx8zxcE,happy,0.669,0.687,1,-9.999,1,0.0552,0.534,3.22e-05,0.233,0.918,102.211
883,My Guy,spotify:track:7rUPIW0pQoshbOtysdlWX2,happy,0.699,0.574,10,-6.96,1,0.0519,0.715,0,0.173,0.912,126.56
884,Thank You (Falettinme Be Mice Elf Agin) - Single Version,spotify:track:74iQ3gahRTOGc19bYadBE3,happy,0.9,0.709,9,-12.683,1,0.0636,0.296,0.00047,0.0863,0.897,105.822
885,Cissy Strut,spotify:track:7b8s4Z0abQQ4x4jpct4GjR,happy,0.521,0.799,0,-11.993,1,0.097,0.106,0.732,0.332,0.709,175.921
886,Baby Love,spotify:track:7yrhYiObdVbdo1XDUg8VdD,happy,0.579,0.637,0,-6.201,1,0.0289,0.35,0,0.0905,0.719,135.28
887,Respect - 2003 Remaster,spotify:track:5AoTuHE5P5bvC7BBppYnja,happy,0.744,0.611,0,-6.386,1,0.0333,0.0723,0.000532,0.0692,0.961,114.991
888,Needle In A Haystack,spotify:track:26fSgIa539TCK3KV76chHU,happy,0.699,0.756,0,-3.617,1,0.0292,0.565,2.89e-06,0.106,0.74,77.52
889,Funeral,spotify:track:0xF4pgg7PrOG1HccKenJYz,sad,0.215,0.263,11,-14.416,1,0.0378,0.947,0.00028,0.0919,0.307,172.332
890,Liability,spotify:track:6Kkt27YmFyIFrcX3QXFi2o,sad,0.587,0.229,10,-11.254,0,0.128,0.92,0,0.1,0.379,75.67
891,Paris,spotify:track:5tJyCOoPuQ7bwXoD6FawWc,sad,0.477,0.108,4,-16.484,0,0.0446,0.978,0.000754,0.153,0.242,118.855
892,Night Shift,spotify:track:2AF5Kzxb4pz7j79Ity84pP,sad,0.48,0.31,9,-7.887,1,0.0258,0.312,1.47e-05,0.113,0.16,86.149
893,I Always Wanna Die (Sometimes),spotify:track:3HPpOFmDibEO06Z2q4ZN5u,sad,0.376,0.473,4,-5.636,1,0.0325,0.00527,0.00162,0.123,0.0398,148.835
894,Without Me,spotify:track:58fhd4lGAudPcnfY9oenp1,sad,0.47,0.351,7,-9.385,1,0.034,0.757,1.32e-06,0.556,0.392,152.013
895,Ivy,spotify:track:2ZWlPOoWh0626oTaHrnl2a,sad,0.567,0.388,9,-9.579,0,0.0384,0.782,0.000309,0.248,0.452,116.362
896,Autumn Leaves - Deluxe Edition,spotify:track:7iBSkXB0pTvZasOLf0Qxk9,sad,0.555,0.257,10,-12.637,1,0.0299,0.892,1.42e-06,0.124,0.431,89.013
897,Wires,spotify:track:5v8aEcHcaJIGYpfVVPtJjI,sad,0.568,0.569,7,-6.013,0,0.0329,0.0004,0.102,0.342,0.266,72.991
898,Runaway,spotify:track:2WZ3zMVFxuC5i20jQrnPyE,sad,0.422,0.302,11,-9.214,1,0.0372,0.629,7.83e-05,0.104,0.123,114.089
899,You Don't Love Me (Like You Used To),spotify:track:2Wu8pRt6ecpSYnCsz2P8A4,sad,0.683,0.637,5,-8.496,0,0.0269,0.586,0.00571,0.116,0.595,116.979
900,Risk It All,spotify:track:5sdTTy6GnSHRJfWI2ZvAGe,sad,0.489,0.738,5,-6.491,1,0.0281,0.027,0,0.079,0.655,86.203
901,Turning Page,spotify:track:4n3Nfa3LhtdwrC9UfplS07,sad,0.304,0.379,3,-8.484,1,0.029,0.912,0.025,0.112,0.189,125.203
902,Medicine,spotify:track:4IdTfTkCq56ILdow407QWt,sad,0.252,0.292,3,-12.303,1,0.0282,0.117,0.359,0.414,0.195,95.405
903,My Mistake,spotify:track:0UlguQTHxZSh4NKDMpQATl,sad,0.476,0.255,6,-8.522,1,0.0338,0.792,0,0.114,0.12,145.67
904,Return2Sender,spotify:track:2esqfaQ1qUwVQB4bl5Vc70,sad,0.508,0.482,1,-11.571,1,0.0316,0.12,0.283,0.0595,0.381,157.951
905,HOW DO YOU HOLD WHAT HURTS,spotify:track:5n32lvqZjFkqUczA5zclaF,sad,0.411,0.367,3,-8.444,1,0.0438,0.846,8.17e-05,0.103,0.492,119.416
906,listen before i go,spotify:track:0tMSssfxAL2oV8Vri0mFHE,sad,0.319,0.0561,0,-23.023,1,0.045,0.935,0.00384,0.388,0.082,79.764
907,Want Me Back,spotify:track:62ThvHsujqV9sMr1V7yAJr,sad,0.541,0.646,9,-6.451,1,0.226,0.558,0.00145,0.101,0.47,84.832
908,The Night We Met,spotify:track:0QZ5yyl6B6utIWkxeBDxQN,sad,0.545,0.366,2,-9.51,1,0.0378,0.969,0.267,0.641,0.1,86.997
909,the broken hearts club,spotify:track:5Cv1xqpyciZZuHHR7xr2l0,sad,0.62,0.288,4,-9.431,1,0.123,0.801,0,0.344,0.691,100.385
910,Lua,spotify:track:1fyCXDT3vwV0SDWHKvYDmQ,sad,0.634,0.156,2,-17.025,1,0.0813,0.811,3.86e-05,0.0896,0.299,107.023
911,Praying,spotify:track:79NlESqzFSW0hdBWgls4FX,sad,0.565,0.381,10,-7.204,1,0.0302,0.48,0,0.109,0.325,73.483
912,Thinking 'Bout Love - Acoustic,spotify:track:3UOvd4bfGqepCVx4EJLy57,sad,0.684,0.173,5,-13.535,1,0.0595,0.846,0,0.162,0.358,137.742
913,WONDER (reimagined by Jagwar Twin),spotify:track:0qLYHvobT7ksOx4KqlyOqf,sad,0.485,0.441,11,-7.101,1,0.0252,0.268,2.52e-06,0.212,0.175,99.913
914,If I Could Fly,spotify:track:5CRVwXGikmqzoRO6q7FeAg,sad,0.565,0.245,5,-9.132,1,0.0262,0.781,0,0.0998,0.307,75.055
915,Don't Wanna Be Your Girl,spotify:track:3JBB92odunFru2gOvI91x9,sad,0.62,0.193,0,-13.404,1,0.0439,0.638,0.0136,0.107,0.155,129.979
916,Hollow,spotify:track:2tCL2T0TTIOS0s70HCJP3L,sad,0.291,0.285,6,-9.74,1,0.0305,0.69,5.42e-05,0.147,0.508,174.597
917,Miserable At Best,spotify:track:2GDWfM3NQoD0UeCwI1qbvh,sad,0.499,0.361,2,-10.771,1,0.0299,0.568,0,0.0991,0.422,134.894
918,I Will Follow You into the Dark,spotify:track:3kZC0ZmFWrEHdUCmUqlvgZ,sad,0.517,0.206,5,-12.233,1,0.0421,0.924,0,0.118,0.489,80.401
919,Bleeding Out,spotify:track:3jq9yDWO3QWrYGogN9kf2a,sad,0.447,0.126,2,-19.511,1,0.0334,0.565,0,0.0762,0.109,131.324
920,Out Of Love,spotify:track:4WzhjxvLP95y7AMDy0Atwb,sad,0.481,0.267,7,-9.249,1,0.0339,0.8,0,0.249,0.137,117.64
921,Landslide,spotify:track:65nCVhtlWYUzNvcM1MYp4l,sad,0.574,0.4,2,-8.387,1,0.0273,0.569,6.19e-06,0.164,0.512,146.018
922,All I Want,spotify:track:1XczdQt6RKNkEQfPqUsi3q,sad,0.189,0.427,0,-9.08,1,0.0449,0.113,0.0923,0.058,0.158,187.212
923,It's All in Vain,spotify:track:6a5xI87SEuxoeX6riFYEjM,sad,0.703,0.387,0,-9.793,1,0.039,0.598,6.85e-05,0.103,0.298,120.044
924,brokenhearted,spotify:track:3Gi5i1ZxO2TIZ0MmAsoUI2,sad,0.609,0.683,10,-7.946,1,0.0377,0.00816,0,0.661,0.559,74.532
925,Dark Paradise,spotify:track:6qqdFWe7C4LsBjWbXQdsHA,sad,0.6,0.653,1,-8.309,0,0.0594,0.0953,0,0.122,0.43,119.994
926,Worthy Of You,spotify:track:0UkZ0epPTahsPgLXacC5EG,sad,0.451,0.452,1,-9.363,0,0.0574,0.439,0,0.478,0.386,57.523
927,When She Loved Me,spotify:track:0vFJC16vkmxDqh5K2Hv5y6,sad,0.29,0.192,5,-11.287,1,0.0442,0.985,2.79e-06,0.104,0.232,170.397
928,White Lines,spotify:track:56AHhkRaqZHuTn737OxXBf,sad,0.575,0.227,6,-12.727,1,0.0316,0.717,0.114,0.107,0.172,128.039
929,"1,000 Years",spotify:track:22uyZjmZR0DX8FyrIwQl35,sad,0.437,0.301,0,-8.519,1,0.0384,0.645,0,0.117,0.203,126.016
930,Dynamite - Acoustic,spotify:track:1PGGhSINHbLygmtcI2hhJv,sad,0.549,0.141,1,-11.28,1,0.0441,0.963,0.000123,0.1,0.321,114.183
931,you were good to me,spotify:track:4CxFN5zON70B3VOPBYbd6P,sad,0.561,0.0848,2,-15.099,1,0.0404,0.913,2.62e-05,0.112,0.206,102.128
932,Good Luck,spotify:track:0vByTEIzfWJJlnBfeSIv4l,sad,0.472,0.166,5,-13.277,0,0.0349,0.891,3.81e-06,0.0964,0.225,121.457
933,Heart Like Yours,spotify:track:3JOF9NzQVkUXtCcJbEQuAb,sad,0.465,0.259,7,-9.849,1,0.0318,0.874,0,0.102,0.337,93.301
934,I'll Be Good,spotify:track:5WLSak7DN3LY1K71oWYuoN,sad,0.455,0.284,7,-10.774,1,0.0322,0.715,1.47e-06,0.0897,0.133,133.936
935,Red Dust (Acoustic),spotify:track:7xorL74fsKaQABpeyGj8qQ,sad,0.484,0.0923,1,-9.923,1,0.0486,0.97,0.000362,0.0649,0.249,134.041
936,Only To Live In Your Memories,spotify:track:3tLAhLLltRJ8jnKAyiYQ2A,sad,0.451,0.499,6,-6.016,1,0.0269,0.0706,0.194,0.116,0.187,108.99
937,5AM,spotify:track:4B4kunXhV2ZKnYcvDgAFoE,sad,0.357,0.434,0,-11.521,1,0.0418,0.244,0.00654,0.0808,0.0907,145.743
938,love/hate,spotify:track:49wZPjRR4RbW09m3yNOVzq,sad,0.534,0.209,5,-11.883,0,0.034,0.837,8.36e-05,0.111,0.291,145.697
939,Skinny Love,spotify:track:0zP8BJOamm7Q9aNMwCby55,sad,0.565,0.257,0,-14.04,1,0.0579,0.843,3.03e-06,0.109,0.111,76.493
940,Bitter,spotify:track:0xd9Nf9PQTrssA4wHH4z2v,sad,0.718,0.237,9,-9.925,0,0.0308,0.348,3.47e-05,0.11,0.123,117.99
941,Too Sad To Cry,spotify:track:3CRtbOoAP82y0VbPO5j1ft,sad,0.515,0.27,10,-9.935,1,0.0357,0.842,0,0.114,0.234,120.483
942,Gasoline,spotify:track:3zE7ATRpfliDluoedEUSQr,sad,0.732,0.605,10,-7.307,0,0.0401,0.201,0,0.129,0.26,120.013
943,Slow Dancing in a Burning Room,spotify:track:2jdAk8ATWIL3dwT47XpRfu,sad,0.668,0.361,1,-8.69,0,0.0273,0.573,0.00506,0.0805,0.288,134.15
944,Three,spotify:track:4EEIRy9rPPlsIVQntrVQrv,sad,0.529,0.288,8,-9.514,1,0.0267,0.892,0.00029,0.17,0.19,131.794
945,The Best You Had,spotify:track:5GT8b1dFaOWFF5twsmSOYx,sad,0.595,0.608,5,-5.303,0,0.0373,0.358,0,0.0843,0.452,60.878
946,Trickle,spotify:track:06D60wrdaXBTOyMIZ2HhzI,sad,0.47,0.125,7,-18.941,0,0.0431,0.928,0.00137,0.145,0.117,71.328
947,Maud Gone,spotify:track:1WbLKgeGt4Ilo74WTByV6r,sad,0.53,0.362,5,-7.078,1,0.0272,0.0258,0.000601,0.101,0.21,105.003
948,Carry You,spotify:track:0u4rkpmNtgcFxYHepnVF4v,sad,0.334,0.397,7,-7.993,1,0.0284,0.558,0.0774,0.126,0.035,93.445
949,Lover,spotify:track:3PoZoHfvOHrptTZC6YN5cJ,sad,0.72,0.286,4,-15.938,1,0.0317,0.686,0.0013,0.303,0.523,86.998
950,Half the World Away,spotify:track:3tapy5b2W7awg3c3evHnQC,sad,0.62,0.11,8,-13.704,1,0.0416,0.949,6.28e-06,0.16,0.211,111.362
951,Slow It Down,spotify:track:0ewX9JsKy9oa4IifkFSroa,sad,0.423,0.0657,1,-14.421,1,0.0386,0.928,1.4e-06,0.0922,0.105,98.489
952,Why Don't You Love Me (feat. Demi Lovato),spotify:track:0cEBv7oJxFp3bfTFqWFI0R,sad,0.53,0.802,2,-6.494,1,0.0362,0.121,0,0.118,0.566,148.054
953,Are You Alright?,spotify:track:5Gi9PNrnsQHCnI5EYelkIG,sad,0.385,0.0596,7,-22.701,1,0.0441,0.96,0.0491,0.276,0.318,58.568
954,Shades of Blue,spotify:track:47JVgLUOFUp4iZ60wR5nv2,sad,0.263,0.353,9,-7.152,0,0.028,0.872,2.96e-05,0.0786,0.33,83.825
955,Can't Help Falling in Love,spotify:track:0Rm2G83ELwkuEgpHlJcBPn,sad,0.406,0.0307,0,-17.636,1,0.04,0.951,0,0.0984,0.245,136.716
956,I'm Not Your Hero,spotify:track:00akdRx173lGDFFzMAIv1f,sad,0.731,0.739,9,-7.005,1,0.0323,0.00233,0.00795,0.0929,0.689,121.98
957,Look After You,spotify:track:5l6hpyTGBK0LAAxgPnqTQL,sad,0.447,0.592,6,-3.015,0,0.0319,0.0575,4.47e-06,0.13,0.283,78.039
