,track,uri,mood,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
958,Half a Heart,spotify:track:6nIE1oCE4udqMGv3bqVNVb,sad,0.515,0.714,0,-4.516,1,0.0348,0.286,0,0.118,0.495,155.954
959,I Love You,spotify:track:2ELVVIbpucfOqGFC21Q4yR,sad,0.525,0.439,0,-6.596,1,0.0259,0.658,0,0.0636,0.238,84.956
960,God I Hope This Year Is Better Than The Last,spotify:track:0xRO7EKgYKVB8zKIoiXMDD,sad,0.353,0.185,0,-12.557,1,0.0388,0.92,0.0245,0.106,0.175,119.677
961,The Fault in Our Stars,spotify:track:6LteLVcW0oWLjuW6nePyWb,sad,0.481,0.179,3,-21.424,1,0.109,0.613,2.84e-05,0.145,0.405,74.85
962,when the party's over,spotify:track:14JzyD6FlBD5z0wV5P07YI,sad,0.498,0.104,1,-14.08,0,0.0621,0.979,7.86e-05,0.0895,0.205,124.001
963,Oblivion,spotify:track:7u5YIl9C1ijghg46PVVdh9,sad,0.441,0.324,5,-8.788,1,0.03,0.758,1.69e-06,0.448,0.215,78.547
964,Wasted,spotify:track:5tajmvqHF6YW1iiUFzKpCB,sad,0.313,0.429,6,-7.415,1,0.0343,0.787,0,0.0863,0.416,77.27
965,Please Don't Say You Love Me,spotify:track:7hbMolAsnzDv06KeI6HP0y,sad,0.479,0.541,0,-9.862,1,0.0545,0.737,0,0.108,0.321,85.994
966,You're the Wave,spotify:track:4198iqa4upOvC70cuBgUKX,sad,0.641,0.475,11,-10.888,1,0.0364,0.504,0.185,0.126,0.466,159.884
967,Train Wreck,spotify:track:55Am8neGJkdj2ADaM3aw5H,sad,0.311,0.485,6,-5.726,0,0.0365,0.701,0,0.0726,0.225,77.355
968,when the party's over,spotify:track:43zdsphuZLzwA9k4DJhU0I,sad,0.367,0.111,4,-14.084,1,0.0972,0.978,3.97e-05,0.0897,0.198,82.642
969,Breathe (2 AM),spotify:track:5auMzVHFr5Zfw6IbKarZ56,sad,0.386,0.452,2,-7.715,1,0.0278,0.417,0,0.0881,0.287,169.837
970,A Little Too Much,spotify:track:06DaCxeg3IUMcxDkKEyQKf,sad,0.553,0.507,11,-6.24,1,0.0304,0.473,0,0.108,0.57,83.093
971,The Blackest Day,spotify:track:55m1QePgR2G3M1mQk3YRGm,sad,0.413,0.514,2,-7.934,1,0.0327,0.349,0.000624,0.0807,0.148,107.641
972,Oceans,spotify:track:7Cia4WzapwjMr0NUQF8vf3,sad,0.404,0.48,9,-8.906,0,0.0303,0.274,8.63e-06,0.132,0.2,129.162
973,I Don't Want To Know,spotify:track:6bv3qRmEvi6XmOMJBJKmdp,sad,0.61,0.303,8,-8.47,1,0.0303,0.771,0,0.119,0.278,79.038
974,Misunderstood,spotify:track:1wiw9ZdiSm3PZfdZqCzb0A,sad,0.673,0.199,4,-12.351,0,0.0387,0.855,2.02e-05,0.36,0.228,123.038
975,Panic,spotify:track:6FW6JfPbLov2pOFMsEbSgh,sad,0.612,0.359,4,-6.335,0,0.0297,0.929,0.000425,0.113,0.243,105.075
976,I Believe You,spotify:track:4GUXTRTjQ4voLzwLw9qbPx,sad,0.46,0.498,5,-6.312,1,0.0282,0.219,0.00329,0.099,0.154,76.902
977,But We Lost It,spotify:track:4c8GOVLs54iFD5FtgPhYjA,sad,0.415,0.342,10,-5.842,1,0.0295,0.838,0,0.0997,0.304,134.092
978,Front Porch,spotify:track:0XIUYBQlVNG1c5vjSQKCYU,sad,0.567,0.224,1,-10.024,1,0.0299,0.887,0,0.109,0.2,124.44
979,Little Waltz,spotify:track:55hcquIzoHMMS7e9qKYxLy,sad,0.593,0.187,10,-9.614,1,0.0293,0.831,3.12e-06,0.0875,0.345,131.032
980,Already Gone,spotify:track:7fkXzzIVo98CgjOkpd9H0V,sad,0.447,0.206,3,-11.75,1,0.0519,0.956,4.56e-06,0.107,0.327,66.734
981,better off,spotify:track:5NlV5HVIfgk5eHxvAGGTfy,sad,0.72,0.316,8,-12.532,0,0.0414,0.803,0.00016,0.154,0.442,98.925
982,everything i wanted,spotify:track:3ZCTVFBt2Brf31RLEnCkWJ,sad,0.704,0.225,6,-14.454,0,0.0994,0.902,0.657,0.106,0.243,120.006
983,Dreams - Take 2,spotify:track:0XrPZPotxZNDkuvauuVO8R,sad,0.714,0.201,0,-10.914,1,0.0344,0.901,0.00117,0.0709,0.25,115.968
984,To Be Alone With You,spotify:track:3tchJ8gDgMdaSxpaLxlr1F,sad,0.519,0.163,0,-18.131,0,0.0489,0.926,0.751,0.115,0.356,142.116
985,The River,spotify:track:1o8uhyTXqJRY24UQ7Eli5r,sad,0.64,0.185,3,-10.984,1,0.0341,0.932,0,0.111,0.287,149.727
986,Consequences,spotify:track:7sTtHHrD0zDpmzQzH3zegz,sad,0.455,0.292,0,-6.792,1,0.0563,0.889,0,0.106,0.43,84.339
987,I Can't Carry This Anymore,spotify:track:1NNnmmBEaId0uoWfvtNd8F,sad,0.451,0.0873,3,-16.815,1,0.063,0.907,2.46e-06,0.354,0.456,166.598
988,Superficial Love,spotify:track:5hwh37sTi84MVhCBMWzhGE,sad,0.477,0.242,8,-9.162,1,0.0529,0.928,0,0.0818,0.488,43.509
989,Angels,spotify:track:67kXYrMTQbS7MVbXyGyxHm,sad,0.472,0.265,6,-10.059,0,0.0356,0.959,0.000499,0.1,0.204,111.558
990,Want U Around (feat. Ruel),spotify:track:5vprsDWNcHMEMH95sbJkH2,sad,0.571,0.443,0,-6.76,1,0.0451,0.3,6.95e-06,0.101,0.621,143.923
991,Easily,spotify:track:3TpXajg1nKzG3ngc9tBwrD,sad,0.772,0.256,7,-8.545,0,0.0481,0.491,0.00612,0.144,0.357,118.902
992,Morning,spotify:track:54Yappwod1fELR5zb2gDBn,sad,0.462,0.438,10,-8.227,1,0.0953,0.563,0,0.181,0.342,107.364
993,"CINDERELLA, Pt. 2",spotify:track:1NsoJ2lSWD61hD4hRY5Qby,sad,0.58,0.317,6,-10.769,1,0.137,0.489,3.45e-06,0.112,0.338,176.959
994,Streets,spotify:track:60ynsPSSKe6O3sfwRnIBRf,sad,0.749,0.463,11,-8.433,1,0.0828,0.208,0.0371,0.337,0.19,90.028
995,Sober,spotify:track:6olUplztLFFfU7fMYmFXOP,sad,0.699,0.601,0,-6.48,1,0.0304,0.0972,1.17e-05,0.562,0.434,98.04
996,Best Part (feat. H.E.R.),spotify:track:1RMJOxR6GRPsBHL8qeC2ux,sad,0.524,0.364,7,-10.209,1,0.0367,0.808,0,0.1,0.436,75.24
997,Coaster,spotify:track:39KG4kom3enSx4GTThuDGt,sad,0.441,0.219,8,-14.586,1,0.0419,0.935,0,0.115,0.244,94.021
998,You Can't Save Me,spotify:track:5LKzqs734Xs528hqK8bGS1,sad,0.622,0.584,0,-7.891,1,0.122,0.0628,0.000152,0.119,0.545,158.276
999,Lullaby,spotify:track:1K1b1rPjbbam1NXUPg4VrK,sad,0.849,0.19,7,-9.628,1,0.0447,0.549,0.00229,0.102,0.203,113.955
1000,Waiting For (feat. Jamila Woods),spotify:track:02nZeTbm2dRHisH6qsUM5E,sad,0.738,0.379,2,-11.644,0,0.084,0.201,1.1e-05,0.0806,0.598,122.042
1001,Hate The Club (feat. Masego),spotify:track:0QUbiLQySWPq5Lh3f7A9bN,sad,0.663,0.626,1,-4.756,1,0.0567,0.456,7.25e-06,0.0984,0.494,105.026
1002,Thinkin Bout You,spotify:track:7DfFc7a6Rwfi3YQMRbDMau,sad,0.721,0.339,0,-11.195,1,0.0532,0.409,0.00153,0.0973,0.2,129.83
1003,Favorite Mistake,spotify:track:4rHIfYRQw6ittRQXAlurk0,sad,0.535,0.409,7,-9.517,0,0.0855,0.777,0,0.129,0.138,170.123
1004,Shot Down,spotify:track:58nciIyr5vKpUJkUXXkxCq,sad,0.769,0.511,6,-6.673,1,0.0609,0.885,0.000186,0.106,0.507,123.954
1005,Take Care of You (feat. Syd),spotify:track:2ENxOXbxhfJ3lfItO0MFDv,sad,0.683,0.486,4,-9.726,0,0.11,0.822,0.0227,0.276,0.279,126.985
1006,Get You (feat. Kali Uchis),spotify:track:6N3qHjcwly8ZuhE4bPYJAX,sad,0.659,0.295,11,-8.528,0,0.0322,0.426,6.95e-05,0.0795,0.36,74.037
1007,Sure Thing,spotify:track:0JXXNGljqupsJaZsgSbMZV,sad,0.684,0.607,11,-8.127,0,0.1,0.0267,0.000307,0.191,0.498,81.001
1008,More Than Enough,spotify:track:1NjQZi2ajwmJsfnimLr41I,sad,0.648,0.531,2,-5.886,0,0.0345,0.26,0.000897,0.12,0.253,143.008
1009,Novacane,spotify:track:5zrZHMklhOXABpnBl0EMBN,sad,0.763,0.516,3,-9.267,1,0.115,0.0542,0.000689,0.162,0.363,93.5
1010,Juke Jam (feat. Justin Bieber & Towkio),spotify:track:3eze1OsZ1rqeXkKStNfTmi,sad,0.505,0.397,5,-9.349,1,0.324,0.716,0,0.0853,0.558,95.063
1011,Nights Like This (feat. Ty Dolla $ign),spotify:track:6ZRuF2n1CQxyxxAAWsKJOy,sad,0.61,0.725,8,-5.131,1,0.15,0.367,0,0.154,0.291,146.163
1012,Die For You,spotify:track:2Ch7LmS7r2Gy2kc64wv3Bz,sad,0.582,0.525,1,-7.163,0,0.0627,0.111,0,0.134,0.51,133.249
1013,Feel No Ways,spotify:track:3cjF2OFRmip8spwZYQRKxP,sad,0.582,0.677,7,-7.081,1,0.172,0.0312,6.6e-06,0.122,0.205,193.818
1014,Primrose,spotify:track:1NRX2Ktplk6T3nj8rriiYJ,sad,0.552,0.632,4,-8.764,1,0.0733,0.414,0.0394,0.189,0.441,140.04
1015,Honesty,spotify:track:5dXI2NV7X2c4anyLFbQdEX,sad,0.616,0.204,6,-11.421,0,0.0331,0.919,0,0.106,0.419,79.826
1016,LOVE. FEAT. ZACARI.,spotify:track:6PGoSes0D9eUDeeAafB2As,sad,0.8,0.585,10,-7.343,1,0.0924,0.264,0,0.153,0.779,126.058
1017,While We're Young,spotify:track:4mL59LVbKgOpEACxraGYdr,sad,0.649,0.791,2,-6.013,1,0.193,0.104,1.97e-06,0.108,0.811,128.023
1018,"Yo Love - From ""Queen & Slim: The Soundtrack""",spotify:track:26ki4lMdLzTO8g3aoYrb8P,sad,0.703,0.573,0,-9.032,1,0.0724,0.565,3.13e-06,0.0987,0.491,147.038
1019,Poison,spotify:track:5NijSs5dAwaIybq1GaRTIe,sad,0.689,0.394,2,-10.102,0,0.065,0.711,0.000905,0.0859,0.382,117.489
1020,Provider,spotify:track:6R6ihJhRbgu7JxJKIbW57w,sad,0.654,0.325,2,-11.925,1,0.282,0.74,2.14e-05,0.152,0.39,139.886
1021,Redemption,spotify:track:4cRBqWBjuccCowYVHFlXK6,sad,0.694,0.314,0,-7.82,1,0.116,0.611,2.07e-06,0.117,0.341,119.905
1022,I Fall Apart,spotify:track:75ZvA4QfFiZvzhj2xkaWAh,sad,0.556,0.538,8,-5.408,0,0.0382,0.0689,0,0.196,0.291,143.95
1023,Location,spotify:track:6XOin64PR2Oj4W0tO8GOQv,sad,0.764,0.262,1,-17.074,0,0.446,0.455,0.0249,0.104,0.29,80.047
1024,Can I,spotify:track:0uDdI4fAXCuNhQbmxENdsO,sad,0.574,0.791,1,-3.752,1,0.11,0.419,0,0.0982,0.612,119.537
1025,Best Thing,spotify:track:4pqYf5eVYFpesyKlrFGNTE,sad,0.712,0.469,8,-5.616,0,0.0405,0.593,0,0.125,0.383,93.04
1026,Be the One - Remix,spotify:track:63BNGz21SvLvqmcPLXPDqr,sad,0.576,0.426,3,-6.367,0,0.102,0.687,6.03e-06,0.173,0.389,102.246
1027,Love and Be Loved,spotify:track:48Zho9HnU486cLIOYegCBI,sad,0.691,0.258,5,-10.463,1,0.0323,0.623,3.6e-06,0.077,0.329,106.155
1028,True Colors,spotify:track:1oGdVdYjeQvojGKDddxLQQ,sad,0.624,0.424,1,-8.237,1,0.24,0.286,0,0.173,0.584,76.671
1029,Summer 2020,spotify:track:0t2q2c43AATY4z1GI883Be,sad,0.401,0.485,6,-10.787,0,0.216,0.831,0.000292,0.0907,0.54,169.949
1030,Missin You Crazy,spotify:track:4ve2uzqdwnHr20G5YgMMqr,sad,0.716,0.729,5,-6.313,1,0.117,0.0991,0,0.0842,0.276,131.975
1031,Losing,spotify:track:3F1gjSkTX9kvxOo6BnlRNd,sad,0.422,0.349,4,-12.424,0,0.315,0.339,0.00024,0.108,0.134,57.0
1032,The Way (feat. Chance the Rapper),spotify:track:6mzaCRuLTRiz1caGOum3zT,sad,0.746,0.538,10,-6.479,1,0.32,0.389,0,0.139,0.516,101.018
1033,Playing Games (with Bryson Tiller) - Extended Version,spotify:track:2xyx0o4xNOLLjBSbOOdcbA,sad,0.726,0.408,11,-6.606,0,0.0614,0.603,0,0.225,0.459,115.918
1034,Easy,spotify:track:58dSdjfEYNSxte1aNVxuNf,sad,0.722,0.282,5,-7.484,1,0.106,0.373,0.00557,0.147,0.217,91.367
1035,Stole My Love,spotify:track:1ex37MbvUY3yBvwsh8yZVl,sad,0.777,0.472,0,-10.24,1,0.0418,0.566,0,0.105,0.429,116.059
1036,Jungle,spotify:track:7JXZq0JgG2zTrSOAgY8VMC,sad,0.697,0.235,7,-8.651,1,0.0534,0.62,0.000144,0.107,0.378,99.947
1037,The Morning,spotify:track:6u0dQik0aif7FQlrhycG1L,sad,0.652,0.549,6,-7.555,0,0.039,0.317,0,0.104,0.186,120.073
1038,Saved,spotify:track:248OFOZef6ShXv6DGgbnxU,sad,0.739,0.448,10,-10.28,0,0.138,0.189,0,0.118,0.553,81.044
1039,Pretty Little Fears (feat. J. Cole),spotify:track:4at3d5QWnlibMVN75ECDrp,sad,0.61,0.458,9,-11.336,1,0.36,0.696,0.000103,0.0852,0.246,192.099
1040,Losin Control,spotify:track:4tGjoffVHvUvb5RDE60sjX,sad,0.761,0.247,6,-6.597,1,0.145,0.51,0.000275,0.0968,0.262,97.013
1041,Could've Been (feat. Bryson Tiller),spotify:track:6lzLjIOyWTyTJvk0jraYee,sad,0.545,0.33,1,-11.719,0,0.164,0.64,7e-06,0.22,0.399,103.553
1042,My Affection (with PARTYNEXTDOOR),spotify:track:2aSM4sbNN7cSmpYOG0sf46,sad,0.632,0.495,7,-8.335,1,0.143,0.333,0,0.0941,0.233,77.083
1043,Dark Times,spotify:track:0Gi17qCJh9e9RJxLaYkm9l,sad,0.585,0.421,7,-9.593,1,0.0707,0.106,9.54e-06,0.14,0.24,132.986
1044,Touch & Go,spotify:track:0MoGkelRvi3gxZy6kuYHLq,sad,0.665,0.506,8,-10.872,0,0.0462,0.438,9.8e-06,0.104,0.216,132.032
1045,Marvins Room,spotify:track:1GpSXGBCDDHKRrOTqg4jdr,sad,0.412,0.254,9,-17.448,0,0.0964,0.649,0.00124,0.0841,0.332,168.068
1046,Clear My Mind,spotify:track:47zF41JzRRdJEJQPXlDQvz,sad,0.592,0.411,11,-8.459,0,0.307,0.481,0,0.101,0.0649,135.905
1047,Around Me,spotify:track:7dQeS4ErW1iWvnKdrtKwKr,sad,0.654,0.177,1,-12.522,1,0.0618,0.572,6.64e-05,0.0969,0.132,74.945
1048,Whoa,spotify:track:2E0UymXqHER6j37pBoHTC0,sad,0.665,0.516,0,-11.27,0,0.0642,0.121,0.00152,0.105,0.494,93.983
1049,Wicked Games,spotify:track:6VwBbL8CzPiC4QV66ay7oR,sad,0.658,0.591,9,-5.197,1,0.0309,0.00959,5.27e-06,0.325,0.326,114.078
1050,Good & Plenty,spotify:track:1VAKnb1btGrQXcVZVSRkPe,sad,0.658,0.619,9,-7.316,0,0.0772,0.788,0.0667,0.0951,0.354,136.077
1051,Girls Need Love (with Drake) - Remix,spotify:track:14SaZBTjxlorHJQxXh01Hu,sad,0.656,0.432,6,-9.481,0,0.217,0.443,0,0.132,0.0897,97.022
1052,Don't,spotify:track:3pXF1nA74528Edde4of9CC,sad,0.765,0.356,11,-5.556,0,0.195,0.223,0,0.0963,0.189,96.991
1053,Wylin',spotify:track:0C0nNm2RDKbANnU4lLfkSc,sad,0.497,0.489,4,-7.849,0,0.0413,0.111,0.00167,0.0912,0.0348,163.814
1054,PERSIAN RUGS,spotify:track:02UJ1sCanP94fS2MdsWafh,sad,0.768,0.428,1,-8.156,0,0.0459,0.0489,0.000491,0.105,0.147,110.478
1055,Doing It Wrong,spotify:track:4eSGSqP2TZvvX0kadZZttM,sad,0.397,0.172,6,-15.698,0,0.0445,0.841,6.78e-05,0.108,0.123,101.275
1056,"Psycho, Pt. 2",spotify:track:26OhjtaTamFocE08t83ml6,sad,0.766,0.548,10,-4.29,1,0.235,0.775,5.57e-06,0.1,0.424,82.944
1057,Wake Up Love,spotify:track:2KkNkv6ciB6bt2hvHtOrin,sad,0.583,0.766,11,-4.743,0,0.405,0.502,1.79e-06,0.159,0.203,131.374
1058,Come Thru (with Usher),spotify:track:3TTMUI5dFcbeNSDTTDY9M8,sad,0.679,0.728,5,-3.092,0,0.154,0.159,0,0.107,0.46,152.001
1059,Right My Wrongs,spotify:track:5rgrBsAFYMun6yhtnLKRPz,sad,0.543,0.449,1,-8.065,1,0.0463,0.345,0,0.157,0.29,132.609
1060,oui,spotify:track:4sw7dHjD6EsGs0d57AHgdy,sad,0.41,0.726,5,-3.845,1,0.15,0.203,0,0.107,0.552,77.226
1061,'Flawless' Do It Well Pt. 3 (feat. Summer Walker),spotify:track:6Ok5DivyUJjsLVUUWLzz6o,sad,0.607,0.42,5,-9.307,0,0.0595,0.216,0,0.129,0.643,140.639
1062,Blue Lights,spotify:track:1It1TxBK3xIQAB4xJkPevn,sad,0.692,0.57,7,-8.077,1,0.185,0.666,0,0.107,0.309,91.917
1063,Tuscan Leather,spotify:track:4maiFhzsjmLQfla0OJfPJJ,sad,0.663,0.487,6,-5.309,0,0.0383,0.0747,0,0.121,0.121,133.958
1064,Teenage Fever,spotify:track:5ACkknqH2GcrVtmBB7LaRv,sad,0.766,0.283,8,-10.33,0,0.0846,0.111,0.0172,0.115,0.144,97.04
1065,This Way - From SUPERFLY - Original Soundtrack,spotify:track:6fbYL76UWbHdYq4B91TPQi,sad,0.62,0.282,5,-10.533,0,0.0464,0.694,0,0.119,0.193,124.609
1066,Her,spotify:track:6GatnDEhYQLOdRzdVbJaky,sad,0.675,0.5,1,-6.6,1,0.0516,0.00372,0.00268,0.114,0.0709,90.029
1067,Alone,spotify:track:3p0Y1C5jhaqyKW7d9oskXA,sad,0.537,0.528,11,-7.666,0,0.208,0.0874,0,0.0855,0.124,96.931
1068,Think About Me,spotify:track:4LkLfPYc3yjOta7Gk8FDRB,sad,0.547,0.294,7,-10.202,1,0.0482,0.0607,0.786,0.0933,0.11,105.027
1069,Inhale,spotify:track:0ycIrEpkyb4lrqE7M1emju,sad,0.498,0.705,9,-8.088,0,0.392,0.321,0.000441,0.414,0.571,156.519
1070,Between The Lines,spotify:track:1xVXwe9tzL11euCkfupQES,sad,0.514,0.483,6,-8.202,0,0.0405,0.101,1.43e-06,0.3,0.231,103.694
1071,235 (2:35 I Want You),spotify:track:5yGAyupR8TXCUq3MPb7xiK,sad,0.607,0.677,11,-5.858,0,0.175,0.363,0,0.302,0.211,139.974
1072,Jaded,spotify:track:4c2xt1trwYZpMqPWY35Xi9,sad,0.764,0.271,0,-5.697,1,0.0414,0.037,0,0.175,0.0371,116.019
1073,Come and See Me (feat. Drake),spotify:track:5KdhJG3BXUmLoO4JdycCPw,sad,0.807,0.346,2,-10.275,1,0.0613,0.0538,2.55e-06,0.087,0.0608,84.98
1074,Honest,spotify:track:7rezT408cCLBBr40Gvtg4J,sad,0.321,0.317,6,-10.963,0,0.0463,0.841,0.00234,0.095,0.253,83.962
1075,Got Me (with Ari Lennox & Omen feat. Ty Dolla $ign & Dreezy),spotify:track:4nw0S8MtvcLSpXCS9M8ciL,sad,0.664,0.61,7,-6.432,0,0.339,0.145,0,0.097,0.472,76.024
1076,Hurt You,spotify:track:13wNEvWmBsWaWVtiLPRIW5,sad,0.484,0.716,5,-7.193,0,0.167,0.3,0.00214,0.112,0.365,184.131
1077,Bacc Seat (feat. Ty Dolla $ign),spotify:track:6In6SkveIw26thdYRhHTVX,sad,0.783,0.524,1,-6.828,1,0.115,0.0404,0,0.087,0.153,144.989
1078,Let Me Love You,spotify:track:3ibKnFDaa3GhpPGlOUj7ff,sad,0.656,0.578,7,-8.97,0,0.0922,0.235,0,0.118,0.556,94.514
1079,Shot For Me,spotify:track:6k7b4mcxLP5HPo6hNoXoM6,sad,0.566,0.465,2,-11.714,1,0.235,0.0555,0,0.567,0.177,143.015
1080,From Time,spotify:track:10VBBaul4zVD0reteuIHM2,sad,0.738,0.491,1,-9.726,0,0.413,0.626,0,0.126,0.448,94.378
1081,Seymour Reads the Constitution,spotify:track:4RyonocCMahA7cIwTDW7E9,sad,0.586,0.284,6,-15.468,0,0.0363,0.76,0.783,0.102,0.391,93.365
1082,Danny´s Dream,spotify:track:5X7wI6LqZfnp6XGYRSktPo,sad,0.283,0.086,5,-17.989,0,0.0461,0.972,0.443,0.19,0.26,203.925
1083,Eternity,spotify:track:3AxL4mOBBcz5vse4V7o7es,sad,0.521,0.0568,10,-18.52,0,0.0313,0.952,0.229,0.104,0.0685,80.391
1084,I ́ll Be Seing You,spotify:track:35SoLqjrrABm1zZOOQ4f0n,sad,0.535,0.173,3,-13.55,1,0.043,0.981,0.67,0.11,0.364,77.992
1085,the point above,spotify:track:27j2QBudHBt7AYWjCpcnEa,sad,0.45,0.0767,2,-22.482,0,0.0378,0.869,0.747,0.0853,0.167,100.427
1086,Love Is a Many-Splendored Thing,spotify:track:23G8P94lKwgXNAKH2z5VP8,sad,0.429,0.13,0,-15.57,0,0.0319,0.934,0.94,0.124,0.189,85.193
1087,Blue in Green,spotify:track:36cspwQPiIL9ElURDU7bGX,sad,0.557,0.0593,10,-23.714,1,0.0383,0.827,0.772,0.108,0.15,117.939
1088,Lost in Orbit,spotify:track:7ijPIncR5k622S2j28ktCr,sad,0.28,0.0656,7,-21.513,0,0.0325,0.552,0.54,0.115,0.148,88.03
1089,Abisko,spotify:track:65zFbHuyUdai6WFwtPAkix,sad,0.547,0.0608,2,-19.962,1,0.0317,0.883,0.552,0.0952,0.132,105.068
1090,desire strongly,spotify:track:1DpXesx1rkB5AA2sA55uAs,sad,0.465,0.0485,9,-23.546,0,0.0401,0.962,0.942,0.103,0.154,97.369
1091,You Confuse Me,spotify:track:46WT4GuSWziUJIDtjUJHQr,sad,0.352,0.0754,9,-15.685,1,0.0345,0.932,0.0288,0.11,0.0789,103.117
1092,You Don't Know What Love Is,spotify:track:4bDk3TKM6kF1MT2Tzek7QJ,sad,0.581,0.0509,5,-25.046,0,0.0377,0.854,0.892,0.124,0.269,118.494
1093,Velvet,spotify:track:368cbpZzyCxc564UhTULxA,sad,0.305,0.161,5,-17.145,1,0.0285,0.956,0.65,0.1,0.168,88.821
1094,Älvan,spotify:track:2hgywy8NJicnetQ0IQBeaE,sad,0.326,0.0882,11,-25.202,0,0.058,0.991,0.922,0.107,0.229,205.083
1095,A Certain Sadness,spotify:track:7ghC8JSmKgrUzjTcceZ5fN,sad,0.454,0.0682,1,-23.382,1,0.0349,0.912,0.557,0.114,0.138,103.566
1096,Naima,spotify:track:360beQMahQ2FdZ9OmWYiBT,sad,0.303,0.0141,10,-19.759,0,0.0418,0.948,0.0944,0.0792,0.157,171.439
1097,A Time for Love,spotify:track:2PxYJDohsBXaBLByHBITp5,sad,0.366,0.0819,5,-18.675,1,0.0437,0.955,0.888,0.0816,0.121,49.112
1098,Silhouette,spotify:track:1CcKHNpexFobMLQwN1MzKr,sad,0.516,0.144,3,-14.12,0,0.042,0.983,0.32,0.149,0.336,109.544
1099,Journey Into Melody - 2007 Digital Remaster/Rudy Van Gelder Edition,spotify:track:7ysmJhXFQtiBQlk6EZ6sks,sad,0.505,0.159,7,-11.235,0,0.0336,0.946,0.0127,0.212,0.196,59.385
1100,Longing,spotify:track:7dgPOj3RPNNreOeAUHSTce,sad,0.535,0.0689,5,-21.391,1,0.038,0.869,0.0292,0.0766,0.211,123.288
1101,Old Folks,spotify:track:4mh17mzDplLjImZg1I3ivP,sad,0.545,0.111,2,-14.692,0,0.0439,0.965,0.000629,0.0773,0.282,104.446
1102,Angel Eyes,spotify:track:187AUla3bUDTgVNC66V97T,sad,0.516,0.143,8,-20.165,1,0.0365,0.921,0.938,0.114,0.0644,115.7
1103,Ascent,spotify:track:4d2YgepBRyYjr1EXM6slZq,sad,0.465,0.0604,2,-23.367,0,0.042,0.945,0.893,0.108,0.0394,101.23
1104,Blue Sundays,spotify:track:2oSLSznCHtDk4JfKYNLkWd,sad,0.477,0.196,2,-9.756,0,0.0432,0.901,0.0137,0.214,0.183,76.462
1105,Landing,spotify:track:5Ay0F2FMw9j8HiAKqDI8re,sad,0.292,0.0382,8,-17.212,1,0.0378,0.927,0.915,0.101,0.167,53.081
1106,Désespérés,spotify:track:1dGXWUU6oRMfyAJzX96C7i,sad,0.344,0.0562,8,-20.749,1,0.0323,0.987,0.838,0.135,0.172,88.171
1107,Sophisticated Lady,spotify:track:0uHexdzGGRMzcs8Cl8jDuv,sad,0.462,0.251,0,-14.642,0,0.0312,0.937,0.488,0.16,0.187,100.256
1108,Alone Together - Rudy Van Gelder Remaster,spotify:track:3GOZbK2epuHzCt5YvvVFHO,sad,0.336,0.0619,5,-20.494,0,0.0363,0.985,0.891,0.11,0.197,60.705
1109,Never Let Me Go,spotify:track:6JqS6NY4vXjP9sTAwH8k6N,sad,0.436,0.157,10,-17.516,1,0.0346,0.924,0.753,0.381,0.185,84.389
1110,In A Sentimental Mood,spotify:track:0E8q2Fx2XuzXCO2NSAppkR,sad,0.464,0.305,3,-12.435,0,0.0316,0.936,0.0846,0.208,0.282,108.229
1111,Blue Romance,spotify:track:7AL3evf6T03lEluSTET854,sad,0.278,0.0589,2,-20.456,0,0.033,0.909,0.00899,0.348,0.189,78.101
1112,When Your Lover Has Gone - Instrumental,spotify:track:2OqRnfC8QqRdcUfVGtidcr,sad,0.488,0.0871,7,-14.736,1,0.0406,0.975,0.634,0.0925,0.181,106.581
1113,Yet another dream,spotify:track:5tJwP1uR77rBWkFUdzmB2Y,sad,0.444,0.0677,8,-18.834,1,0.0336,0.947,0.765,0.134,0.127,109.982
1114,Would You Be Mine?,spotify:track:6lMSD6SW8sazpPANmZSKi0,sad,0.573,0.0368,7,-23.202,0,0.0409,0.977,0.964,0.111,0.167,106.256
1115,Reaching,spotify:track:1zL6ms4dZJ1l8y8F46llOv,sad,0.519,0.134,10,-16.085,1,0.0356,0.955,0.887,0.126,0.154,78.515
1116,I Fall in Love Too Easily,spotify:track:7kdPpPFzjLo8piKWbuQ0e4,sad,0.39,0.0621,0,-21.434,1,0.0394,0.969,0.864,0.0932,0.155,90.271
1117,October 22nd,spotify:track:1gHBZoJfl7pHwYFaBOncGc,sad,0.46,0.235,5,-12.202,1,0.032,0.941,0.602,0.128,0.201,109.048
1118,Umbra,spotify:track:2pQt2CrlLEg9H2llOOBGZj,sad,0.351,0.0154,5,-23.475,1,0.0436,0.942,0.214,0.105,0.0607,101.661
1119,Ask Me Again,spotify:track:6e47Pg5J7YtKJwGyvoDQjd,sad,0.456,0.211,0,-18.355,0,0.0395,0.972,0.918,0.125,0.065,63.085
1120,Myren,spotify:track:0ndyWE3s5txZ0p4YXMiVDj,sad,0.549,0.169,7,-16.415,1,0.0401,0.925,0.814,0.112,0.15,115.063
1121,Black Orpheus,spotify:track:47tG3OUhtCK0fRbgVOstFk,sad,0.485,0.0422,9,-21.347,0,0.0345,0.96,0.869,0.0954,0.246,80.473
